iter	Logloss
204	0.03985541787
205	0.03983240924
206	0.03981080151
207	0.03979434109
208	0.03977292873
209	0.03971395784
210	0.03969247668
211	0.03965197646
212	0.03964712093
213	0.03962884147
214	0.03961654725
215	0.03958804722
216	0.03957833336
217	0.03955760142
218	0.03951833266
219	0.0394830447
220	0.03946295549
221	0.03945387556
222	0.03939970586
223	0.03939060331
224	0.03935895772
225	0.0393176363
226	0.03931106994
227	0.03931019502
228	0.03928385066
229	0.03926220653
230	0.03923473924
231	0.03922354395
232	0.03920958134
233	0.03918309486
234	0.03917095472
235	0.03911569886
236	0.03910355349
237	0.03908674789
238	0.03906180496
239	0.0390569265
240	0.03900745047
241	0.03898909432
242	0.03896843015
243	0.03891750806
244	0.03890289363
245	0.0388911759
246	0.0388878719
247	0.03886706255
248	0.03884285857
249	0.03880085493
250	0.03877825539
251	0.0387483796
252	0.0387377546
253	0.03873326993
254	0.03871946255
255	0.0387085246
256	0.0387066153
257	0.03869526121
258	0.0386886834
259	0.03865670726
260	0.03862551265
261	0.03862006293
262	0.03860927886
263	0.0385899329
264	0.03855260422
265	0.03850795849
266	0.03844717624
267	0.03839899209
268	0.03837342132
269	0.03835856006
270	0.03834196931
271	0.03833960282
272	0.03829141919
273	0.0382558102
274	0.03825147565
275	0.03821660093
276	0.03818318423
277	0.03818058231
278	0.03815288795
279	0.03814565336
280	0.03808863983
281	0.03808612352
282	0.03804387154
283	0.03797710032
284	0.03792913256
285	0.03792167282
286	0.03791233975
287	0.03791003097
288	0.03790217291
289	0.03789347778
290	0.03787645892
291	0.03787081254
292	0.03786453539
293	0.03780701747
294	0.03776395224
295	0.03773779887
296	0.0377177648
297	0.03765177002
298	0.03762307126
299	0.0376185698
300	0.03759648017
301	0.03757221869
302	0.03751854001
303	0.03750663612
304	0.03744551794
305	0.03741938799
306	0.03741145771
307	0.03739932772
308	0.03737375955
309	0.03736502558
310	0.03734084668
311	0.0373197363
312	0.03726807337
313	0.0372504804
314	0.03722321682
315	0.03715887983
316	0.03710431135
317	0.03707817777
318	0.03705829414
319	0.03701725994
320	0.03697951553
321	0.03696991124
322	0.03692334742
323	0.03691403586
324	0.03687143661
325	0.03681254097
326	0.03678835552
327	0.03676376758
328	0.03669994822
329	0.03668487823
330	0.0366526953
331	0.0366436486
332	0.03659183779
333	0.03657502143
334	0.03653308793
335	0.03648503997
