,"Isolation Forest
(SHAP)","Autoencoder
(SHAP)","LOF
(assoc.)","One-Class SVM
(assoc.)","Elliptic Envelope
(assoc.)","DBSCAN
(assoc.)","HDBSCAN
(assoc.)","K-Means
(assoc.)","GMM
(assoc.)","VAE
(assoc.)","LSTM-AE
(assoc.)","Hybrid Ensemble
(assoc.)"
Amount_vs_AccountAvg,0.4285565913364126,1.0,0.7466367900835011,0.7692301173642349,0.6671669199421337,0.9376894269328471,0.828944220727171,0.9264582548418278,0.15021413197261604,0.8915105604667779,0.8566465896104283,0.632888319419817
TimeSinceLastTxn,0.5694857427233249,0.6864092375200234,0.2828230179944572,0.6208905221271167,0.3021364140063027,0.26715556622896497,0.15640579544755875,0.15631007978076084,0.2954525653898949,0.2898188001362126,0.11812099800539308,0.2776781110900061
Amount_ZScore_Account,0.30260989095259827,0.939948693966887,0.7641377335447627,0.6947135753287219,0.9275126081957095,1.0,0.7681192063833197,0.7649182495322443,0.43787025361755205,1.0,0.9709509471101472,0.5686403350091085
Amount_to_Balance_Ratio,0.3000395486829015,0.9395713816649622,0.9861921433097549,0.9308613513625782,0.7267885809393116,0.7044226201482062,1.0,1.0,0.14189793755465624,0.9359483035710044,1.0,0.951829449119228
Amount_to_RollingMean_Ratio,0.2550939244104828,0.9227319336920348,0.7472667645452428,0.7692987661893088,0.6734903602887827,0.9383742771991876,0.8296693776184632,0.9268898553261024,0.151451675754814,0.891822001691326,0.8576560303368398,0.6332901931737421
TransactionType_Debit,1.0,0.1107479415701662,0.5097447514087698,0.1150958178661729,1.0,0.1889662276487499,0.2816866539200983,0.17823116755003535,0.36943272449470155,0.33088866367491265,0.15807961813339988,0.6129051762135631
CustomerOccupation_Retired,0.86594259033237,0.11916807013191938,0.3333279144007075,0.24777299236598074,0.15288466772867584,0.12388457039481506,0.2634290108918166,0.26168081319009406,0.06576386333414685,0.22241574075552611,0.27891122356993214,0.01068716713939518
Location_Freq,0.5379527367759961,0.3761827675948895,0.3079933606826347,0.03678402886891493,0.01782779513830982,0.09725477749139064,0.13252378059846123,0.06706622552329078,0.04268025376819532,0.1909388707763857,0.13684581970696275,0.06457482898316107
IPTxnCount,0.39687531525759906,0.5139949928806316,0.5032124453486594,0.15059086558391407,0.09741855045320487,0.08939146515083164,0.2594191289794633,0.2024689051972087,0.07497066461639781,0.2607842259247032,0.1527779176144255,0.6063294383260192
CustomerOccupation_Engineer,0.8099721237539181,0.09702100822283422,0.25598588920058524,0.1631942163212066,0.07131164458566192,0.1949433923631291,0.1534193520482246,0.20522876156078027,0.014208365365741462,0.1840205892684725,0.2571113745475163,0.27009191863511567
CustomerOccupation_Student,0.7912155033093388,0.07517419506677092,0.5540204530953302,0.19691142856252564,0.15359201712574921,0.25615427382920897,0.43884380625292463,0.49613683385663454,0.00967032937757532,0.38108424451995254,0.4720047778823563,0.49306909402489596
Rolling3_MeanAmount,0.40549715521207724,0.3842606190100347,0.3941118120711137,0.5449289231343711,0.2260286369779311,0.41875530245538345,0.2891436537105257,0.35642031177627054,0.013039150439254339,0.030100648692062706,0.20702676768453204,0.7108856522023564
Expanding_MeanAmount,0.3238579218173401,0.4583839292547292,0.44766466212429284,0.5623091251741879,0.35812220225984254,0.37905474721079135,0.3122159117857358,0.3265725188571371,0.09141079561727179,0.05246074457923752,0.24735049922245939,0.7186112080698682
LocationNoveltyFlag,0.7086273977451485,0.05831236654624206,0.3113909152742718,0.15747541388450476,0.4594494143903801,0.11151550502819159,0.12699497712209837,0.0536167698976492,0.6719423759427331,0.2516872161162374,0.0712007016838224,0.8723606685477375
Expanding_MinAmount,0.23162953021802216,0.5098712888659257,0.5131679996781426,0.9816366014074729,0.1388635427123892,0.05037156454741208,0.5460484043243328,0.1674948187716473,0.8623174277755469,0.45469335822631557,0.6052311062554485,0.8325921826462305
TransactionDuration,0.48052735183570816,0.2586733763672674,0.15503421256033045,0.03713559221063704,0.010549030926958441,0.13139340560471083,0.09552737953002405,0.053448051994708874,0.09805738809378772,0.12106394802702165,0.09715976628047573,0.06212266131862236
LoginAttempts,0.321909566935442,0.4120755551839231,1.0,0.4868890626198423,0.4669166955559037,0.023019153142664676,0.4904227141459024,0.31819228494205726,0.6229289391611593,0.7412338914415885,0.5123181200621095,1.0
Expanding_MedianAmount,0.2883850121124003,0.4450800816647654,0.29243600149647303,1.0,0.1569280440893778,0.46325617786955187,0.25674097835983717,0.1575343775230365,0.16084265424078187,0.0266631771385868,0.31553845445859646,0.6032651917008326
Hour_cos,0.5239813344288561,0.20780887699054393,0.024243749755621935,0.07447864092044036,0.06588547673220183,0.06449607563668783,0.03971420101726902,0.04431184276701664,0.16069517562598748,0.03715733113924663,0.06692694782131177,0.08249886072535796
IPSharedAccounts_Prior,0.40856488023310095,0.3135794245679106,0.5525813652355802,0.8771808818188602,0.49629133688435945,0.037067580264024895,0.23213648577210022,0.268183286134457,1.0,0.5555702998039349,0.07266550103865697,0.7078711808965145
